action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,357623,[],CHEMBL680028,Inhibition of autophosphorylation of cytoplasmic domain of epidermal growth factor receptor,B,,,BAO_0000190,BAO_0000357,single protein format,COCCOCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,,,CHEMBL1145020,J Med Chem,2003,"{'bei': '12.58', 'le': '0.27', 'lle': '1.81', 'sei': '6.27'}",CHEMBL115440,,CHEMBL115440,6.03,0,http://www.openphacts.org/units/Nanomolar,308354,=,1,1,=,,IC50,nM,,930.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.93
,,357628,[],CHEMBL680028,Inhibition of autophosphorylation of cytoplasmic domain of epidermal growth factor receptor,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,,,CHEMBL1145020,J Med Chem,2003,"{'bei': '19.86', 'le': '0.44', 'lle': '3.00', 'sei': '12.72'}",CHEMBL29197,,CHEMBL29197,7.16,0,http://www.openphacts.org/units/Nanomolar,308376,=,1,1,=,,IC50,nM,,70.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.07
,,358710,[],CHEMBL674029,Inhibition of EGF-stimulated EGFR tyrosine kinase activity using plasma membrane vesicles shed from cultured human A431 carcinoma cells,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)CCCC1C(S)=Nc2ccccc21,,,CHEMBL1127050,J Med Chem,1993,,CHEMBL84513,,CHEMBL84513,5.17,0,http://www.openphacts.org/units/Nanomolar,146870,=,1,1,=,,IC50,nM,,6700.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,6.7
,,358711,[],CHEMBL674029,Inhibition of EGF-stimulated EGFR tyrosine kinase activity using plasma membrane vesicles shed from cultured human A431 carcinoma cells,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc2[nH]c(SSc3[nH]c4ccc(C)cc4c3CCC(=O)O)c(CCC(=O)O)c2c1,,,CHEMBL1127050,J Med Chem,1993,,CHEMBL83559,,CHEMBL83559,5.08,0,http://www.openphacts.org/units/Nanomolar,146863,=,1,1,=,,IC50,nM,,8400.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,8.4
,,358713,[],CHEMBL674029,Inhibition of EGF-stimulated EGFR tyrosine kinase activity using plasma membrane vesicles shed from cultured human A431 carcinoma cells,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)CCCc1c(SSc2[nH]c3ccccc3c2CCCC(=O)O)[nH]c2ccccc12,,,CHEMBL1127050,J Med Chem,1993,,CHEMBL79531,,CHEMBL79531,4.75,0,http://www.openphacts.org/units/Nanomolar,146860,=,1,1,=,,IC50,nM,,18000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,18.0
,,359002,[],CHEMBL680028,Inhibition of autophosphorylation of cytoplasmic domain of epidermal growth factor receptor,B,,,BAO_0000190,BAO_0000357,single protein format,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,,CHEMBL1145020,J Med Chem,2003,"{'bei': '23.56', 'le': '0.52', 'lle': '4.44', 'sei': '13.00'}",CHEMBL285063,,CHEMBL285063,8.70,1,http://www.openphacts.org/units/Nanomolar,308374,=,1,1,=,,IC50,nM,,2.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.002
,,359320,[],CHEMBL677387,Inhibition of phosphorylation of polyglutamic acid/tyrosine random copolymer by epidermal growth factor receptor.,B,,,BAO_0000190,BAO_0000357,single protein format,OCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,,,CHEMBL1130246,J Med Chem,1997,"{'bei': '26.71', 'le': '0.60', 'lle': '6.68', 'sei': '11.60'}",CHEMBL127041,,CHEMBL127041,9.62,0,http://www.openphacts.org/units/Nanomolar,243799,=,1,1,=,,IC50,nM,,0.24,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.24
,,360083,[],CHEMBL674029,Inhibition of EGF-stimulated EGFR tyrosine kinase activity using plasma membrane vesicles shed from cultured human A431 carcinoma cells,F,,,BAO_0000190,BAO_0000219,cell-based format,COC(=O)CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)OC)[nH]c2ccccc12,,,CHEMBL1127050,J Med Chem,1993,,CHEMBL79808,,CHEMBL79808,4.68,0,http://www.openphacts.org/units/Nanomolar,146874,=,1,1,=,,IC50,nM,,21000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,21.0
,,360394,[],CHEMBL680028,Inhibition of autophosphorylation of cytoplasmic domain of epidermal growth factor receptor,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,,,CHEMBL1145020,J Med Chem,2003,"{'bei': '9.30', 'le': '0.19', 'lle': '0.15', 'sei': '5.01'}",CHEMBL116012,,CHEMBL116012,4.99,0,http://www.openphacts.org/units/Nanomolar,308385,=,1,1,=,,IC50,nM,,10320.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,10.32
,,360720,[],CHEMBL677386,Inhibition of epidermal growth factor receptor (EGFR) from human A431 carcinoma cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Brc1cccc(Nc2ncnc3cc(NCCCn4ccnc4)ncc23)c1,,,CHEMBL1130246,J Med Chem,1997,"{'bei': '21.90', 'le': '0.47', 'lle': '5.06', 'sei': '11.54'}",CHEMBL126791,,CHEMBL126791,9.29,0,http://www.openphacts.org/units/Nanomolar,243798,=,1,1,=,,IC50,nM,,0.51,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.51
,,360722,[],CHEMBL677387,Inhibition of phosphorylation of polyglutamic acid/tyrosine random copolymer by epidermal growth factor receptor.,B,,,BAO_0000190,BAO_0000357,single protein format,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,,,CHEMBL1130246,J Med Chem,1997,"{'bei': '29.94', 'le': '0.68', 'lle': '6.32', 'sei': '15.76'}",CHEMBL54400,,CHEMBL54400,9.89,1,http://www.openphacts.org/units/Nanomolar,243802,=,1,1,=,,IC50,nM,,0.13,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.13
,,360723,[],CHEMBL673451,Inhibition of epidermal growth factor receptor (EGFR) autophosphorylation in A431 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,,,CHEMBL1130246,J Med Chem,1997,"{'bei': '23.61', 'le': '0.53', 'lle': '4.23', 'sei': '12.43'}",CHEMBL54400,,CHEMBL54400,7.80,1,http://www.openphacts.org/units/Nanomolar,243802,=,1,1,=,,IC50,nM,,16.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,16.0
,,360724,[],CHEMBL677387,Inhibition of phosphorylation of polyglutamic acid/tyrosine random copolymer by epidermal growth factor receptor.,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,,,CHEMBL1130246,J Med Chem,1997,"{'bei': '23.75', 'le': '0.52', 'lle': '5.74', 'sei': '9.55'}",CHEMBL128468,,CHEMBL128468,9.55,0,http://www.openphacts.org/units/Nanomolar,243825,=,1,1,=,,IC50,nM,,0.28,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.28
,,360725,[],CHEMBL677387,Inhibition of phosphorylation of polyglutamic acid/tyrosine random copolymer by epidermal growth factor receptor.,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(Nc2ncnc3cc(NCCCN4CCN(C)CC4)ncc23)c1,,,CHEMBL1130246,J Med Chem,1997,"{'bei': '21.08', 'le': '0.39', 'lle': '5.12', 'sei': '11.92'}",CHEMBL341522,,CHEMBL341522,8.25,0,http://www.openphacts.org/units/Nanomolar,243819,=,1,1,=,,IC50,nM,,5.6,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,5.6
,,361249,[],CHEMBL674029,Inhibition of EGF-stimulated EGFR tyrosine kinase activity using plasma membrane vesicles shed from cultured human A431 carcinoma cells,F,,,BAO_0000190,BAO_0000219,cell-based format,COC(=O)Cc1c(SSc2c(CC(=O)OC)c3ccccc3n2C)n(C)c2ccccc12,,,CHEMBL1127050,J Med Chem,1993,,CHEMBL83837,,CHEMBL83837,4.48,0,http://www.openphacts.org/units/Nanomolar,146851,=,1,1,=,,IC50,nM,,33000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,33.0
,,361550,[],CHEMBL680028,Inhibition of autophosphorylation of cytoplasmic domain of epidermal growth factor receptor,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1OC,,,CHEMBL1145020,J Med Chem,2003,"{'bei': '17.49', 'le': '0.38', 'lle': '2.09', 'sei': '10.01'}",CHEMBL111038,,CHEMBL111038,6.72,0,http://www.openphacts.org/units/Nanomolar,308375,=,1,1,=,,IC50,nM,,190.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.19
,,361830,[],CHEMBL677387,Inhibition of phosphorylation of polyglutamic acid/tyrosine random copolymer by epidermal growth factor receptor.,B,,,BAO_0000190,BAO_0000357,single protein format,[O-][N+]1(CCCNc2cc3ncnc(Nc4cccc(Br)c4)c3cn2)CCOCC1,,,CHEMBL1130246,J Med Chem,1997,"{'bei': '19.88', 'le': '0.43', 'lle': '5.45', 'sei': '9.61'}",CHEMBL339416,,CHEMBL339416,9.13,0,http://www.openphacts.org/units/Nanomolar,243812,=,1,1,=,,IC50,nM,,0.74,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.74
,,361831,[],CHEMBL673451,Inhibition of epidermal growth factor receptor (EGFR) autophosphorylation in A431 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,[O-][N+]1(CCCNc2cc3ncnc(Nc4cccc(Br)c4)c3cn2)CCOCC1,,,CHEMBL1130246,J Med Chem,1997,,CHEMBL339416,,CHEMBL339416,,0,http://www.openphacts.org/units/Nanomolar,243812,>,1,1,>,,IC50,nM,,1000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,1000.0
,,362610,[],CHEMBL674029,Inhibition of EGF-stimulated EGFR tyrosine kinase activity using plasma membrane vesicles shed from cultured human A431 carcinoma cells,F,,,BAO_0000190,BAO_0000219,cell-based format,O=CN/C=C/c1cc(O)ccc1O,,,CHEMBL1127050,J Med Chem,1993,,CHEMBL47986,ERBSTATIN,CHEMBL47986,5.70,0,http://www.openphacts.org/units/Nanomolar,146844,=,1,1,=,,IC50,nM,,2000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,2.0
,,362975,[],CHEMBL680028,Inhibition of autophosphorylation of cytoplasmic domain of epidermal growth factor receptor,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)C/C=C/C(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,,,CHEMBL1145020,J Med Chem,2003,"{'bei': '14.45', 'le': '0.31', 'lle': '1.84', 'sei': '8.03'}",CHEMBL30973,,CHEMBL30973,6.51,0,http://www.openphacts.org/units/Nanomolar,308355,=,1,1,=,,IC50,nM,,310.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.31
,,362980,[],CHEMBL680028,Inhibition of autophosphorylation of cytoplasmic domain of epidermal growth factor receptor,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(NC(=O)/C=C/CN2CCOCC2)cc2c(Nc3cccc(Br)c3)c(C#N)cnc12,,,CHEMBL1145020,J Med Chem,2003,"{'bei': '10.09', 'le': '0.21', 'lle': '0.82', 'sei': '5.29'}",CHEMBL113985,,CHEMBL113985,5.27,0,http://www.openphacts.org/units/Nanomolar,308383,=,1,1,=,,IC50,nM,,5390.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,5.39
,,364250,[],CHEMBL674029,Inhibition of EGF-stimulated EGFR tyrosine kinase activity using plasma membrane vesicles shed from cultured human A431 carcinoma cells,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)Cc1c(SSc2[nH]c3ccccc3c2CC(=O)O)[nH]c2ccccc12,,,CHEMBL1127050,J Med Chem,1993,,CHEMBL419650,,CHEMBL419650,4.99,0,http://www.openphacts.org/units/Nanomolar,146854,=,1,1,=,,IC50,nM,,10200.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,10.2
,,364684,[],CHEMBL680028,Inhibition of autophosphorylation of cytoplasmic domain of epidermal growth factor receptor,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1cnc2ccc(NC(=O)C#CCN3CCSCC3)cc2c1Nc1cccc(Br)c1,,,CHEMBL1145020,J Med Chem,2003,"{'bei': '12.36', 'le': '0.27', 'lle': '1.66', 'sei': '7.72'}",CHEMBL327023,,CHEMBL327023,6.26,0,http://www.openphacts.org/units/Nanomolar,308362,=,1,1,=,,IC50,nM,,550.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.55
,,365714,[],CHEMBL674029,Inhibition of EGF-stimulated EGFR tyrosine kinase activity using plasma membrane vesicles shed from cultured human A431 carcinoma cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CN1C(=S)C(CC(=O)O)c2ccccc21,,,CHEMBL1127050,J Med Chem,1993,,CHEMBL314416,,CHEMBL314416,,0,http://www.openphacts.org/units/Nanomolar,146876,>,1,1,>,,IC50,nM,,100000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,100.0
,,365715,[],CHEMBL674029,Inhibition of EGF-stimulated EGFR tyrosine kinase activity using plasma membrane vesicles shed from cultured human A431 carcinoma cells,F,,,BAO_0000190,BAO_0000219,cell-based format,COC(=O)CCC1C(=S)N(C)c2ccccc21,,,CHEMBL1127050,J Med Chem,1993,,CHEMBL311609,,CHEMBL311609,,0,http://www.openphacts.org/units/Nanomolar,146871,>,1,1,>,,IC50,nM,,100000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,100.0
,,366137,[],CHEMBL680028,Inhibition of autophosphorylation of cytoplasmic domain of epidermal growth factor receptor,B,,,BAO_0000190,BAO_0000357,single protein format,CCCN(CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1)CCC,,,CHEMBL1145020,J Med Chem,2003,"{'bei': '13.65', 'le': '0.28', 'lle': '1.21', 'sei': '8.50'}",CHEMBL115187,,CHEMBL115187,6.89,0,http://www.openphacts.org/units/Nanomolar,308360,=,1,1,=,,IC50,nM,,130.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.13
,,366476,[],CHEMBL677387,Inhibition of phosphorylation of polyglutamic acid/tyrosine random copolymer by epidermal growth factor receptor.,B,,,BAO_0000190,BAO_0000357,single protein format,CNc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,,,CHEMBL1130246,J Med Chem,1997,"{'bei': '25.51', 'le': '0.57', 'lle': '4.22', 'sei': '16.85'}",CHEMBL92812,,CHEMBL92812,8.40,0,http://www.openphacts.org/units/Nanomolar,243816,=,1,1,=,,IC50,nM,,4.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,4.0
,,367209,[],CHEMBL674029,Inhibition of EGF-stimulated EGFR tyrosine kinase activity using plasma membrane vesicles shed from cultured human A431 carcinoma cells,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)CCC1C(S)=Nc2ccccc21,,,CHEMBL1127050,J Med Chem,1993,,CHEMBL309276,,CHEMBL309276,5.79,0,http://www.openphacts.org/units/Nanomolar,146875,=,1,1,=,,IC50,nM,,1620.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,1.62
,,367543,[],CHEMBL680028,Inhibition of autophosphorylation of cytoplasmic domain of epidermal growth factor receptor,B,,,BAO_0000190,BAO_0000357,single protein format,CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,,,CHEMBL1145020,J Med Chem,2003,"{'bei': '14.87', 'le': '0.32', 'lle': '1.46', 'sei': '7.75'}",CHEMBL283682,,CHEMBL283682,6.03,0,http://www.openphacts.org/units/Nanomolar,308353,=,1,1,=,,IC50,nM,,940.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.94
,,367856,[],CHEMBL677387,Inhibition of phosphorylation of polyglutamic acid/tyrosine random copolymer by epidermal growth factor receptor.,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CCCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,,,CHEMBL1130246,J Med Chem,1997,"{'bei': '19.58', 'le': '0.43', 'lle': '3.85', 'sei': '12.32'}",CHEMBL129825,,CHEMBL129825,8.13,0,http://www.openphacts.org/units/Nanomolar,243830,=,1,1,=,,IC50,nM,,7.4,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,7.4
,,367865,[],CHEMBL677387,Inhibition of phosphorylation of polyglutamic acid/tyrosine random copolymer by epidermal growth factor receptor.,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,,,CHEMBL1130246,J Med Chem,1997,"{'bei': '31.73', 'le': '0.72', 'lle': '6.28', 'sei': '15.67'}",CHEMBL420624,,CHEMBL420624,10.00,1,http://www.openphacts.org/units/Nanomolar,243805,=,1,1,=,,IC50,nM,,0.1,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.1
,,368896,[],CHEMBL680028,Inhibition of autophosphorylation of cytoplasmic domain of epidermal growth factor receptor,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,,,CHEMBL1145020,J Med Chem,2003,"{'bei': '10.37', 'le': '0.22', 'lle': '0.97', 'sei': '5.44'}",CHEMBL332497,,CHEMBL332497,5.42,0,http://www.openphacts.org/units/Nanomolar,308387,=,1,1,=,,IC50,nM,,3830.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,3.83
,,368901,[],CHEMBL680028,Inhibition of autophosphorylation of cytoplasmic domain of epidermal growth factor receptor,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OC(F)(F)F,,,CHEMBL1145020,J Med Chem,2003,"{'bei': '10.98', 'le': '0.22', 'lle': '-0.02', 'sei': '6.18'}",CHEMBL421047,,CHEMBL421047,5.58,0,http://www.openphacts.org/units/Nanomolar,308369,=,1,1,=,,IC50,nM,,2640.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,2.64
,,368906,[],CHEMBL680028,Inhibition of autophosphorylation of cytoplasmic domain of epidermal growth factor receptor,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/C(C)N(C)C,,,CHEMBL1145020,J Med Chem,2003,"{'bei': '11.29', 'le': '0.22', 'lle': '0.18', 'sei': '5.85'}",CHEMBL113901,,CHEMBL113901,5.28,0,http://www.openphacts.org/units/Nanomolar,308368,=,1,1,=,,IC50,nM,,5220.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,5.22
,,368911,[],CHEMBL680028,Inhibition of autophosphorylation of cytoplasmic domain of epidermal growth factor receptor,B,,,BAO_0000190,BAO_0000357,single protein format,C=CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,,,CHEMBL1145020,J Med Chem,2003,"{'bei': '15.84', 'le': '0.34', 'lle': '1.49', 'sei': '8.01'}",CHEMBL281300,,CHEMBL281300,6.23,0,http://www.openphacts.org/units/Nanomolar,308365,=,1,1,=,,IC50,nM,,590.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.59
,,369171,[],CHEMBL677387,Inhibition of phosphorylation of polyglutamic acid/tyrosine random copolymer by epidermal growth factor receptor.,B,,,BAO_0000190,BAO_0000357,single protein format,OCC(O)C(O)C(O)C(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,,,CHEMBL1130246,J Med Chem,1997,"{'bei': '17.32', 'le': '0.38', 'lle': '7.94', 'sei': '5.08'}",CHEMBL129579,,CHEMBL129579,8.32,0,http://www.openphacts.org/units/Nanomolar,243834,=,1,1,=,,IC50,nM,,4.8,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,4.8
,,369172,[],CHEMBL677387,Inhibition of phosphorylation of polyglutamic acid/tyrosine random copolymer by epidermal growth factor receptor.,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,,,CHEMBL1130246,J Med Chem,1997,"{'bei': '20.07', 'le': '0.44', 'lle': '4.17', 'sei': '12.21'}",CHEMBL126893,,CHEMBL126893,8.06,0,http://www.openphacts.org/units/Nanomolar,243831,=,1,1,=,,IC50,nM,,8.8,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,8.8
,,369173,[],CHEMBL677387,Inhibition of phosphorylation of polyglutamic acid/tyrosine random copolymer by epidermal growth factor receptor.,B,,,BAO_0000190,BAO_0000357,single protein format,CNc1cc2ncnc(Nc3cccc(C)c3)c2cn1,,,CHEMBL1130246,J Med Chem,1997,"{'bei': '33.37', 'le': '0.60', 'lle': '5.73', 'sei': '14.11'}",CHEMBL127082,,CHEMBL127082,8.85,0,http://www.openphacts.org/units/Nanomolar,243822,=,1,1,=,,IC50,nM,,1.4,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,1.4
,,369986,[],CHEMBL674029,Inhibition of EGF-stimulated EGFR tyrosine kinase activity using plasma membrane vesicles shed from cultured human A431 carcinoma cells,F,,,BAO_0000190,BAO_0000219,cell-based format,COC(=O)CCN1C(=S)C(CCC(=O)OC)(CCC(=O)OC)c2ccccc21,,,CHEMBL1127050,J Med Chem,1993,,CHEMBL309513,,CHEMBL309513,,0,http://www.openphacts.org/units/Nanomolar,146855,>,1,1,>,,IC50,nM,,100000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,100.0
,,369987,[],CHEMBL674029,Inhibition of EGF-stimulated EGFR tyrosine kinase activity using plasma membrane vesicles shed from cultured human A431 carcinoma cells,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)Cc1c(SSSc2[nH]c3ccccc3c2CC(=O)O)[nH]c2ccccc12,,,CHEMBL1127050,J Med Chem,1993,,CHEMBL79970,,CHEMBL79970,5.03,0,http://www.openphacts.org/units/Nanomolar,146849,=,1,1,=,,IC50,nM,,9300.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,9.3
,,369989,[],CHEMBL674029,Inhibition of EGF-stimulated EGFR tyrosine kinase activity using plasma membrane vesicles shed from cultured human A431 carcinoma cells,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc2c(CCC(=O)O)c(SSc3[nH]c4cc(C)ccc4c3CCC(=O)O)[nH]c2c1,,,CHEMBL1127050,J Med Chem,1993,,CHEMBL81480,,CHEMBL81480,5.54,0,http://www.openphacts.org/units/Nanomolar,146862,=,1,1,=,,IC50,nM,,2900.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,2.9
,,369990,[],CHEMBL674029,Inhibition of EGF-stimulated EGFR tyrosine kinase activity using plasma membrane vesicles shed from cultured human A431 carcinoma cells,F,,,BAO_0000190,BAO_0000219,cell-based format,Cn1c(SSc2c(CCCC(=O)O)c3ccccc3n2C)c(CCCC(=O)O)c2ccccc21,,,CHEMBL1127050,J Med Chem,1993,,CHEMBL82214,,CHEMBL82214,5.08,0,http://www.openphacts.org/units/Nanomolar,146859,=,1,1,=,,IC50,nM,,8300.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,8.3
,,370697,[],CHEMBL677387,Inhibition of phosphorylation of polyglutamic acid/tyrosine random copolymer by epidermal growth factor receptor.,B,,,BAO_0000190,BAO_0000357,single protein format,OCCN(CCO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,,,CHEMBL1130246,J Med Chem,1997,"{'bei': '19.59', 'le': '0.43', 'lle': '5.60', 'sei': '8.39'}",CHEMBL128759,,CHEMBL128759,7.92,0,http://www.openphacts.org/units/Nanomolar,243835,=,1,1,=,,IC50,nM,,12.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,12.0
,,371313,[],CHEMBL674029,Inhibition of EGF-stimulated EGFR tyrosine kinase activity using plasma membrane vesicles shed from cultured human A431 carcinoma cells,F,,,BAO_0000190,BAO_0000219,cell-based format,COC(=O)Cc1c(SSSc2[nH]c3ccccc3c2CC(=O)OC)[nH]c2ccccc12,,,CHEMBL1127050,J Med Chem,1993,,CHEMBL79621,,CHEMBL79621,4.46,0,http://www.openphacts.org/units/Nanomolar,146848,=,1,1,=,,IC50,nM,,35000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,35.0
,,372730,[],CHEMBL674029,Inhibition of EGF-stimulated EGFR tyrosine kinase activity using plasma membrane vesicles shed from cultured human A431 carcinoma cells,F,,,BAO_0000190,BAO_0000219,cell-based format,Cn1c(SSc2c(CC(=O)O)c3ccccc3n2C)c(CC(=O)O)c2ccccc21,,,CHEMBL1127050,J Med Chem,1993,,CHEMBL84141,,CHEMBL84141,4.28,0,http://www.openphacts.org/units/Nanomolar,146853,=,1,1,=,,IC50,nM,,53000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,53.0
